X_cont_0,X_cont_1,X_cont_2,X_cont_3,X_cont_4,X_cont_5,X_cont_6,X_cont_7,X_bin_0,X_bin_1,X_bin_2,X_bin_3,X_bin_4,X_bin_5,X_bin_6,T,E,cause
-0.45786520633156297,-0.7315288757472409,-0.09040020295229452,0.7779117055239576,0.09171479166807649,0.2779080067492875,0.590551385661759,0.8351996404678573,1.0,1.0,0.0,0.0,1.0,1.0,0.0,13.54188001541814,1,1
-0.8918986670310757,0.1796565810783118,0.036928658244660954,-0.5626487686186321,-0.8152172445909736,-0.4613147862274689,-1.0861858848433372,-1.7175604203066817,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.476756012687186,1,2
0.06375738341733587,0.7579701299275592,-0.0026339504449702884,0.705169560614059,-0.1699920001136011,-1.0005102660929375,-1.7522685751947589,-1.3081505961885171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6993172519950368,0,0
1.4532823877095238,0.2181138520518165,-1.667287305275084,-0.5014003649153949,-0.5195288710575805,-0.6087910375031478,-0.7937082045605759,-1.0444119726868832,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15112801100871356,1,1
-0.37089390631075503,-1.8423770220645883,-1.6461083627990796,-0.8080605718946812,0.48662962247083474,0.5822794955741363,1.9414255204932338,1.7362364910719292,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.2420624162548304,1,1
-1.8608381600900274,-0.056336957327140065,0.9171386806683768,0.4909021555220436,-1.6222899257049426,-0.8345543535018665,-1.0314142255030398,0.0427169496301016,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.046485319042413,0,0
1.1522075824411404,0.9603818471383401,-0.7001593641934962,0.5422762915093203,0.16910893926864298,0.9952676732582179,0.011014318611245025,0.18775733038890483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.912708104195869,1,2
-0.072280763297309,-0.24604960509935342,1.3502975684158987,1.239641018276141,0.7557016172161959,-1.1162247422716443,-1.0215880819826282,-0.31638606515441664,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.219841406206921,1,1
0.554252271777445,-1.4988075888509889,0.3064809776470134,-1.0191543844357858,-1.5083982729184342,0.499803884408308,-0.4770082985751757,0.12567003264638085,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.5730358859559948,1,1
0.9367213845487421,0.7964430070155727,-0.8727696190482631,-0.8971592380530844,-0.9326610805898202,0.008043688983982214,0.2374658083878396,1.0476126948113533,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.835377895476016,0,0
0.4260769123650248,0.9653525634556114,0.028903503467086884,-0.37113474024048587,-1.6552808793108167,-1.1988011926194722,-2.0460224721469173,-1.4752281883135636,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.1784714325815973,1,1
1.438122951379939,0.6013605058230193,0.1813478293327099,-0.10016995002801991,-0.558037886834777,-0.29360160211156966,0.8433719485623542,-0.7991895263211511,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.484436513818719,1,2
-0.6956280339126847,-1.1356342278511553,-0.7143778323766935,2.250221868028318,2.437666993056996,2.5947624085883834,-0.5069986654543367,-1.527981646230677,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.348990834633897,1,1
0.9162194924048591,-0.6345610591633418,0.085827452006711,-1.31845388943148,0.6792275396678196,0.0701490883887873,-0.37109446599534157,2.600090910365343,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.085967930871355,1,1
0.17107478252426436,-0.9874405366313299,-1.198111832395745,0.7971005068570831,-0.7035391227194875,1.243330487392383,-0.835762599957681,-0.13316544598834998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1182333805989407,1,1
-1.2840678248974926,0.5148071562945239,1.1914448104801152,0.6911178921648999,-0.1831234373949032,-0.8107291370869344,-0.585312495395724,-1.5691490838461177,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.515366892078302,1,1
-0.96720455923666,0.7862554289926351,-0.40356827821431007,-0.2744852739721645,1.1330331403007483,0.5491523212663891,0.08537836986373615,0.9509951461651166,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.865259229513126,0,0
