X_cont_0,X_cont_1,X_cont_2,X_cont_3,X_cont_4,X_bin_0,X_bin_1,X_bin_2,X_cat_0,X_cat_1,T,E
0.30471707975443135,-0.9006664838670448,0.4456848692698903,1.0309470152161577,-1.5518848452359533,0.0,0.0,1.0,2.0,0.0,0.448286382283245,1
-1.302179506862318,-0.26870187995247485,-0.38228676998000394,-0.13071331376652276,-0.8529660371730726,1.0,0.0,0.0,1.0,2.0,1.0855009192424552,0
0.8793979748628286,1.00578561021048,0.36472495396369425,1.1847370629684675,0.8013966074934181,0.0,1.0,1.0,2.0,0.0,1.520393156585139,0
-0.8592924628832382,0.09397808962456003,-0.886522275600051,0.5720314962335196,0.12398316521381626,0.0,0.0,0.0,2.0,0.0,1.9621985295152378,0
-0.18486236354526056,-0.7050240948734786,0.9547228798518645,0.13900513323547203,-0.3668971606482924,0.0,1.0,1.0,2.0,2.0,0.5450564699336805,1
-0.3521335504882296,0.4021505342271974,0.469256579190191,0.5344987916616649,0.5713266810614867,0.0,0.0,0.0,0.0,2.0,0.13220015994642553,0
2.1416476008704612,0.2547990640873432,-0.4122087006759362,-0.8999523167224505,0.3176212234442045,1.0,1.0,1.0,2.0,2.0,0.9626731933044678,1
1.1289722927208916,0.2299927410574847,-0.7324603763816631,-1.0062430653942724,0.318753044846838,0.0,1.0,0.0,2.0,1.0,1.4858291121236946,0
0.7432541712034423,0.7411124003142958,-0.4125220786119136,0.09771116354259411,0.14062451665117465,1.0,1.0,0.0,0.0,3.0,1.4127469006382505,1
0.21868859672901295,0.896896651546345,0.48236555470240755,0.7923519285986589,0.3021719021603311,1.0,0.0,1.0,1.0,0.0,7.324064660886004,1
0.28911939868998415,0.6889464056273329,-1.1833541374449694,-0.6599531460813585,-0.6466928580288459,0.0,0.0,0.0,1.0,3.0,1.278815642289147,0
-0.6388778482433419,-0.4541323338842459,1.2898434204388676,-0.4389972169346953,0.7919795152479028,0.0,0.0,0.0,1.0,1.0,3.2212229592545154,1
-1.6828697716158048,-0.8243208895558614,-0.09203973791232921,0.5316085412559511,0.837949477930887,1.0,0.0,0.0,2.0,2.0,2.8473555492459597,1
0.7933472351999252,-0.09465834637476367,-0.4694530037805595,0.6776209258672817,0.020793582855008878,1.0,1.0,0.0,2.0,3.0,4.1701425157137555,1
-1.2756863233379219,-1.463792996903892,-1.3162394785205298,0.07938927960234322,0.15968227680907865,0.0,1.0,1.0,0.0,1.0,2.5241231450731205,0
0.6904853540677682,-0.20042744202921975,0.09110899368984414,0.6241078989422668,-0.10786542137913963,0.0,1.0,0.0,1.0,1.0,2.269620771402101,1
0.45677523755741145,-0.4944045323510581,-0.4946526561689523,-0.5125505386020384,-1.2945234781165433,0.0,1.0,1.0,2.0,3.0,3.3916594398667876,1
0.4869724807855818,-0.3016895493205573,-0.07858823515466852,0.435026613334167,0.5564715774700245,1.0,0.0,0.0,1.0,3.0,1.8388499661190856,1
0.6653851089727862,0.10566636824775534,-0.37210094327821447,-0.1876766094339023,-1.6659174452834078,0.0,0.0,0.0,2.0,0.0,0.5555419389765017,0
-1.4471124724230873,-1.6959087536507884,-1.4600854684329765,-0.056665333942260816,-0.880771567152625,1.0,1.0,1.0,1.0,2.0,0.09437627875312682,0
-0.3781625540393897,1.12593603863652,-0.0020733564570105827,0.702923005478954,-0.6797376024536773,0.0,0.0,1.0,2.0,1.0,2.121761199016308,1
-0.20543755786763002,-0.9678945477501746,-0.6137853060035656,0.6174672817891992,-1.46251848055453,0.0,1.0,0.0,2.0,2.0,3.8586883387088227,0
0.43442364354585733,0.35711240370098696,-0.45964921314901763,-1.5173460387627296,-0.38639664664165274,1.0,1.0,1.0,0.0,1.0,1.6532387832708553,0
