X_cont_0,X_cont_1,X_cont_2,X_cont_3,X_cont_4,X_cont_5,X_cont_6,X_cont_7,X_cont_8,X_cont_9,X_bin_0,X_bin_1,X_bin_2,X_bin_3,X_bin_4,X_bin_5,X_bin_6,X_bin_7,X_bin_8,X_bin_9,T,E
0.24422950667176005,0.7094344068200235,-0.1523661155030669,-0.86311706611423,-2.156541024116769,-0.23682032675754422,-0.1039845179214422,0.12617631211797148,-0.6155249132702054,0.7544159944180895,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.24544332091145274,1
0.9432005776780167,0.3660977126830438,-0.29834301923731643,-0.45807530952442027,-0.9206676626130833,-0.4373286032343121,-0.7522811998697592,0.13095409785050033,-0.24583186859140493,-0.4294517435161396,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.986348974898758,1
1.5372530042019914,0.14013495954860203,-1.2877875101837066,-0.3267420952151975,-1.9628579642118715,-0.7524703672629872,0.47395939865439796,0.29770109714738835,0.15688299853619697,-1.6974382930179677,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.884565794503161,0
0.5553036855587886,0.6208512733459128,-0.7045541952577776,1.3045773712635804,-0.40774043885295785,-1.658178333003889,-2.397511202965773,-1.1762641359835175,-0.29552698215596607,0.23413111819759388,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4379757622243765,1
-0.3373599782154893,-0.8724772032118794,0.2936169358227982,-0.6305232789167785,-1.363013992356722,0.5320679705919089,0.4198154223359777,0.6180567331234894,0.8510223155062377,-0.06967966445078934,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.087541015381607,1
-0.5328625860015204,0.28832871773308105,-0.39030427898821246,0.09585031549419007,-0.029549087699835004,-1.0490440155846592,0.31239694808626545,-0.9604217291586987,-0.27845860346343976,-0.08121886797124517,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.435785644129385,0
1.2666112172939297,-0.336318277624879,-0.638581281618407,-0.40615865677775936,-0.04646117721270908,0.7288753599686181,0.6338569530783691,0.3384583722858744,1.0597958358274384,2.3451421938481185,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.1810999423751642,1
-1.3555250416058353,-0.6827392108262329,0.31649784223870336,0.23250423933088601,1.3586848711601864,0.3899406352822891,-0.6831826281803918,0.4122930922548205,-2.195255001555236,-1.509646705219671,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7984711752114529,1
2.36607960901164,1.205767419330471,0.9127166258380885,-0.3677567249215048,-0.20395877241104496,-0.22512719573871748,1.4968029627957355,-0.1263554872254588,-2.454935220526892,-0.875297406280038,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.016669616129095195,1
1.550015809542123,0.17860603940186381,-1.4899197600291612,-1.6740508536834593,-0.46154310398055215,-0.7177018085054363,-0.3221512643778921,-2.2027448720213645,-1.5520200448388521,-0.09335142264522864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0430186564094668,1
-0.26466035739621024,-1.0191768055448491,0.40140940833177785,1.0554531478007607,0.12467389569345647,-0.5801091783027084,0.8167793997227025,-0.06786231981398258,-0.1754071031072906,1.4719797206874263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.771864079065082,1
0.1868602307111495,-0.33561661235241264,-1.8794321668644973,-0.9090531772236674,-0.5295161035674919,-0.8050205941616331,0.399036955579667,-0.9188785521957382,-1.8302504429680677,-1.5976957456706427,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.7269756770762863,1
-0.05441165846795849,-1.352172453559905,-1.7228255805657253,-1.6218812249795356,-0.8899094624289765,-1.1119394899516966,0.22904457128965983,-1.867188691186857,-0.6559507195464486,-0.919224954567306,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.678720224330304,1
0.3731579492310446,1.8176812551670727,0.7674991871908643,0.4730379963764512,0.879081801720656,-0.7909065125853829,0.09676073425588148,0.6739583188673607,0.13903790823506024,0.5555935184998891,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.693289552172016,0
0.03691384056498004,-0.7216246785173099,-1.5783061137469971,-0.018438562408849637,1.454034009557405,-0.03233227342361207,0.2248731642644062,-1.0161681309979307,-0.9921509709481499,-1.0014063056070512,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.205932882035281,1
-1.2265107247776208,-0.75260649260527,0.4084160979170838,0.6160458067379504,-0.21207884180174644,1.0541967616147616,0.6459269957967648,1.8138375828241735,-0.2930343352758662,2.3992030111080536,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.1873044402060735,0
-0.2535962008033127,-1.2170446348234198,-1.5978751911933728,-0.05610148535694649,0.6912783485092744,0.9851581971682066,0.9560526926363895,-0.5615516900355948,-0.468124643092281,-2.299241657486421,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.472575027121406,1
-0.9456061464799821,0.04690387702834214,-1.6630717263097785,1.167425553509401,1.6242179097450529,-0.23510648802781156,0.456599146885257,0.657422963798079,0.15721650608555782,0.5387723336895192,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.257371695595691,1
-0.32428278770778995,-0.22743532149647108,0.31505162343872384,0.5296010747683821,0.5172338656378218,0.5293489195036568,1.077015620951178,1.1994151110149662,-0.44498921393037044,-0.8930395903458297,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10.56155899616811,1
1.4480451944715218,2.0673694389281434,1.507845048705582,0.5095952990046888,0.9607298467326714,1.0671180923839445,-0.8088864917521319,-0.34724378100749914,-1.3875567262659643,-1.0925400747366731,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.23211235912165337,1
0.03156856849625542,1.5056654453029479,-1.080105924959397,-0.8487103409003918,0.16669702076658316,0.6613061389646582,1.0676350504361451,-0.32672058645669694,-0.27527158308440086,-0.5382264697697382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2751911457872598,1
1.3102687392427068,0.5358031781939998,0.28354381145409757,0.3072230929052328,-0.9804046687764174,-0.04194899036268634,-0.9782661304337925,-0.33051515087342187,-0.793538978417716,0.6409755522937259,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.8130819312849795,1
0.03789967674344184,1.691197622477019,-1.0891033342646457,0.6439283652151397,1.066738552992417,0.7867103123370626,2.304856980977319,-0.08430934811362875,0.141947447211643,1.151094032937863,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.47147430972822824,1
0.607197538101851,-0.024219158030627082,0.5490327699440157,-0.0850761104878964,-0.33763369484341765,-0.7421429414857934,0.5419443219990032,0.5412954500093419,2.4499460207373143,1.9584504122621036,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6054270784770712,0
-1.4834137084873917,-0.046666693417819746,-0.9662649969568162,-0.722303398209945,-0.2389251402529238,-1.0637602766403835,-0.9695769186467202,-1.0683525134448948,-0.41214125657257333,-0.26973797162093066,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,16.337361649819965,0
-0.10417802988263843,1.4256285989535469,1.1825916121723035,0.9662727598256025,1.4334252369023208,2.3294954133884844,2.3756636319503444,0.27413517997481285,0.5944411813460703,0.9673832807974694,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0233293873399614,1
0.9636933961213732,0.3596495378907605,0.24217138292225215,-0.6463409044842817,-0.6423419259927402,-1.331311198504301,0.4376663537156474,-0.23104185463898813,-0.9232481190054057,-0.20585416626154715,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8.447907780972777,1
